chemical	aliases	names	flagged_for_removal
25023709	DB08130 (DrugBank)	DB08130	0
17754128	DB03654 (DrugBank)	DB03654	0
3001028	D00312 (KEGG) >> DB00286 (DrugBank) >> DB04574 (DrugBank)	Oestrogen	0
100684	DB04356 (DrugBank)	9-deazaguanine	1
90206	DB06867 (DrugBank)	3,6,9,12,15,18-hexaoxaicosane	0
25163987	DB07046 (DrugBank)	DB07046	0
3074	D02631 (KEGG) >> D07843 (KEGG)	dilazep	0
647499	DB07759 (DrugBank)	T8293	0
24875311	DB08718 (DrugBank)	DB08718	0
6102685	DB07322 (DrugBank)	AC1O0UU7	0
6102684	DB07313 (DrugBank)	AC1O0UU4	0
936	DB02701 (DrugBank 845)	vitamin B	1
44257	D01798 (KEGG) >> D08505 (KEGG)	sapropterin	0
11963557	DB07186 (DrugBank)	DB07186	0
4697633	DB08757 (DrugBank)	5-(2-chlorophenyl)furan-2-carbohydrazide	0
11120251	DB07903 (DrugBank)	DB07903	0
2255489	DB07591 (DrugBank)	AC1Q5N5D	0
643330	DB04436 (DrugBank)	3-fluorotyrosine	0
11809364	DB07902 (DrugBank)	DB07902	0
3672	D08059 (KEGG) >> D09760 (KEGG) >> DB01050 (DrugBank 845)	ibuprofen	0
151506	DB08451 (DrugBank)	N-(quinolin-8-yl)methanesulfonamide	0
39912	D03715 (KEGG)	dexibuprofen	0
1069140	DB07309 (DrugBank)	DB07309	0
6102686	DB07323 (DrugBank)	AC1O0UUA	0
2740174	DB07901 (DrugBank)	AC1Q2F3O	0
681	D00633 (KEGG) >> DB00988 (DrugBank 845)	dopamine	1
447781	DB03075 (DrugBank)	diphosphono)aminophosphonic acid	1
292661	DB02532 (DrugBank)	2,4,6-triaminoquinazoline	0
23647763	DB07746 (DrugBank)	DB07746	0
369976	DB08633 (DrugBank)	caplostatin	0
405389	DB03649 (DrugBank)	NSC722618	0
6859	DB03674 (DrugBank)	MeHg	0
84815	DB02893 (DrugBank)	D-methionine	1
6914648	DB08670 (DrugBank)	DB08670	0
6119	DB02952 (DrugBank)	alpha-aminoisobutyric acid	1
444720	DB02088 (DrugBank)	norleucine phosphonate	0
444732	DB04297 (DrugBank)	trichostatin A	0
14163672	DB07308 (DrugBank)	5-(2-chlorobenzyl)-2-furoic acid	0
6914647	DB08669 (DrugBank)	DB08669	0
444853	DB07394 (DrugBank)	DB07394	0
445062	DB02824 (DrugBank)	AC1L9HCR	0
4369491	DB04608 (DrugBank)	Wee1/Chk1 inhibitor	0
82315	DB08214 (DrugBank)	4-(imidazole-1-yl) phenol	1
25243853	DB07689 (DrugBank)	DB07689	0
5289474	DB08629 (DrugBank)	DB08629	0
11840927	DB07497 (DrugBank)	biotinyl	0
8019	D05554 (KEGG) >> DB02806 (DrugBank)	mPEG	1
869249	DB08758 (DrugBank)	imidazo[2,1-a]isoquinoline-2-carbohydrazide	0
784625	DB02909 (DrugBank)	C11H7ClO3	0
5289086	DB04324 (DrugBank)	DB04324	0
763808	DB07305 (DrugBank)	AC1Q73F1	0
448288	DB03086 (DrugBank)	AC1L9LSU	0
448285	DB07377 (DrugBank)	A-357300	0
448220	DB01882 (DrugBank)	AC1L9LQK	0
736259	DB07758 (DrugBank)	5-(2,5-dichlorophenyl)-2-furoic acid	0
448219	DB02408 (DrugBank)	AC1L9LQI	0
736027	DB07408 (DrugBank)	5-(2-nitrophenyl)furan-2-carboxylic acid	0
834826	DB07304 (DrugBank)	NE20066	0
5287684	DB04108 (DrugBank)	AC1NRA3U	0
5288721	DB08160 (DrugBank)	DB08160	0
11390	DB04640 (DrugBank)	2,6-naphthalenedisulfonate	0
449633	DB02589 (DrugBank)	se-ethyl-isoselenourea	1
25201794	DB00266 (DrugBank 845)	dicumarol	1
6024	D00907 (KEGG) >> DB00456 (DrugBank 845)	cephalothin	1
445015	DB07771 (DrugBank)	FPT inhibitor II	0
637542	DB04066 (DrugBank)	p-coumaric acid	1
25021186	DB08019 (DrugBank)	DB08019	0
445109	DB02911 (DrugBank)	AC1L9HFU	0
445319	DB04018 (DrugBank)	S-isopropylisothiourea	1
656911	DB02027 (DrugBank)	nNOS inhibitor I	0
7237	DB03029 (DrugBank)	o-xylene	0
445501	DB01951 (DrugBank)	Gpi-1046	0
2146	DB02533 (DrugBank)	aminoguanidine	0
5287467	DB06953 (DrugBank)	DB06953	0
7410	DB04619 (DrugBank)	acetophenone	1
222865	DB01561 (DrugBank) >> DB03620 (DrugBank)	androstanedione	0
736299	DB04641 (DrugBank)	3,7-dihydroxy-2-naphthoic acid	0
9547909	DB07216 (DrugBank)	DB07216	0
24836810	DB08613 (DrugBank)	DB08613	0
400010	D09584 (KEGG)	CDDO	0
24836811	DB07879 (DrugBank)	DB07879	0
3311	DB02991 (DrugBank)	T 7188	0
656912	DB02077 (DrugBank)	DB02077	0
6918837	D10019 (KEGG) >> D10319 (KEGG)	panobinostat	0
456255	D02191 (KEGG) >> DB01326 (DrugBank 845)	cefamandole	1
6918638	D08870 (KEGG)	belinostat	0
9797857	DB07002 (DrugBank)	DB07002	0
347590	DB03707 (DrugBank)	S-ethyl N-phenylisothiourea	0
445646	DB08520 (DrugBank)	AC1L9IC3	0
657073	DB02462 (DrugBank)	thiocoumarin	0
449096	DB02917 (DrugBank)	AC1L9MPZ	0
10157080	DB07029 (DrugBank)	DB07029	0
449021	DB03449 (DrugBank)	AC1L9MML	0
5287979	DB07586 (DrugBank)	DB07586	0
6175	D07769 (KEGG)	cytidine	1
5139	DB02234 (DrugBank) >> DB02539 (DrugBank)	S-ethylisothiourea	1
4775	D05868 (KEGG)	4-phenylbutyrate	0
6323220	DB03332 (DrugBank)	DB03332	0
11740318	DB07011 (DrugBank)	DB07011	0
11740154	DB02979 (DrugBank)	DB02979	0
5280346	DB08690 (DrugBank)	ubiquinone	0
1433	DB02044 (DrugBank)	N-(3-(aminomethyl)benzyl)acetamidine	0
24894149	DB08750 (DrugBank)	DB08750	0
24894151	DB07306 (DrugBank)	DB07306	0
24894153	DB07003 (DrugBank)	DB07003	1
24941258	DB07318 (DrugBank)	DB07318	0
46936196	DB01712 (DrugBank)	DB01712	0
447180	DB02644 (DrugBank)	Nomega-propyl-L-arginine	0
24894155	DB07007 (DrugBank)	DB07007	0
1649	DB01997 (DrugBank)	3-bromo-7-nitroindazole	1
222285	D08915 (KEGG) >> DB04481 (DrugBank)	erythritol	1
2746	D05988 (KEGG)	acetyldinaline	0
9969613	DB07008 (DrugBank)	DB07008	0
2733	DB00356 (DrugBank 845)	stealth	1
10379137	DB07350 (DrugBank)	DB07350	0
24941263	DB07001 (DrugBank)	DB07001	0
1893	DB02207 (DrugBank)	7-nitroindazole	1
1337	DB02141 (DrugBank)	1,4-PBIT	0
2733514	DB03953 (DrugBank)	L-thiocitrulline	0
46937031	DB06879 (DrugBank)	DB06879	0
448650	DB02401 (DrugBank)	AC1L9M6V	1
10221335	DB07389 (DrugBank)	DB07389	0
46937122	DB08086 (DrugBank)	DB08086	0
9882812	DB07553 (DrugBank)	9,9,9-trifluoro-8-oxo-n-phenylnonanamide	0
11149707	DB07388 (DrugBank)	DB07388	0
9886249	DB07405 (DrugBank)	DB07405	0
448269	DB01835 (DrugBank)	AC1L9LS8	0
1331	DB03910 (DrugBank)	1,3-PBIT	0
3611	D04876 (KEGG)	hinokitiol	0
46937103	DB07895 (DrugBank)	DB07895	0
1125	DB00360 (DrugBank 845)	tetrahydrobiopterin	0
448173	DB03338 (DrugBank)	n-heptyl-beta-d-glucopyranoside	0
446411	DB04012 (DrugBank)	AC1L9JNP	0
1894	DB03065 (DrugBank)	7-nitroindazole-2-carboxamidine	0
446414	DB02888 (DrugBank)	Fkb-001	0
448651	DB02111 (DrugBank)	C4H3NO4	1
448652	DB03162 (DrugBank)	C3H2N2O3S	1
11578	D03298 (KEGG) >> DB02239 (DrugBank)	levulinic acid	1
111509	DB04094 (DrugBank)	methanol/acetone	1
60852	D04486 (KEGG) >> DB00710 (DrugBank 845) >> DB04635 (DrugBank 845)	ibandronate	0
181426	DB04559 (DrugBank)	N-(4-chlorophenyl)-N'-hydroxyguanidine	1
8629	D07738 (KEGG)	UDP-glucose	0
16115747	DB06916 (DrugBank)	BBS 4	0
9085	DB03974 (DrugBank)	homoarginine	0
24798097	DB08018 (DrugBank)	DB08018	0
159324	DB04960 (DrugBank)	tipifarnib	0
151008	DB03440 (DrugBank)	PalGly	0
23640756	DB08505 (DrugBank)	DB08505	0
65533	DB02843 (DrugBank)	alpha-D-glucose-1-phosphate	0
135119	DB04223 (DrugBank)	L-NOARG	0
11915	DB02279 (DrugBank)	phenylglyoxylic acid	1
14357	DB08262 (DrugBank)	2,6-naphthalenedicarboxylate	0
15689	DB02335 (DrugBank)	2-amino-2-thiazoline	1
23646577	DB08674 (DrugBank)	DB08674	0
24360	DB04690 (DrugBank)	camptothecin	0
216453	DB07227 (DrugBank)	L-778123	0
24249	DB04333 (DrugBank)	1,8-diaminooctane	0
11290116	DB06930 (DrugBank)	Acylguanidine, 7a	0
23636976	DB07510 (DrugBank)	DB07510	0
11633167	DB07994 (DrugBank)	DB07994	0
11651760	DB07535 (DrugBank)	DB07535	0
4369560	DB08374 (DrugBank)	phenylalanylchloromethane	0
11659487	DB07245 (DrugBank)	DB07245	0
11701820	DB07284 (DrugBank)	DB07284	0
156391	D00118 (KEGG) >> D00970 (KEGG) >> DB00788 (DrugBank)	naproxen	1
64922	D03743 (KEGG)	D03743	0
5464201	D03741 (KEGG)	ditekiren	0
24768527	DB07019 (DrugBank)	DB07019	0
3152	D00670 (KEGG) >> DB00843 (DrugBank 845)	donepezil	0
937	D00049 (KEGG) >> DB00627 (DrugBank)	niacin	1
24748051	DB07345 (DrugBank)	DB07345	0
5493444	D06412 (KEGG) >> DB01258 (DrugBank 845)	aliskiren	0
801	DB07950 (DrugBank)	auxin	0
11963546	DB08099 (DrugBank)	DB08099	0
16122556	DB07426 (DrugBank)	BPH-676	0
16122554	DB07409 (DrugBank)	BPH-628	0
4369489	DB01813 (DrugBank) >> DB04762 (DrugBank)	DB04762	0
16122553	DB07410 (DrugBank)	BPH-629	0
3220	DB07715 (DrugBank)	emodin	0
10397869	DB07281 (DrugBank)	Y-6831	0
6324659	D09038 (KEGG)	remikiren	0
11995761	DB07089 (DrugBank)	DB07089	0
8747	DB01671 (DrugBank) >> DB03975 (DrugBank)	p-chloromercuribenzoate	1
3086651	D03745 (KEGG)	zankiren	0
3699841	DB07110 (DrugBank)	4-(4-fluorobenzyl)piperidine	0
5478893	DB07911 (DrugBank)	DB07911	0
4993	DB00205 (DrugBank 845)	pyrimethamine	1
24178119	DB07468 (DrugBank)	DB07468	0
17749729	DB07516 (DrugBank)	DB07516	0
24748050	DB07346 (DrugBank)	4-(2-aminoethyl)-2-ethylphenol	0
831616	DB07573 (DrugBank)	fragment 5	0
17753844	DB03522 (DrugBank)	DB03522	0
25134253	DB07738 (DrugBank)	DB07738	0
25134252	DB07737 (DrugBank)	DB07737	0
5287792	DB01944 (DrugBank)	(S)-(-)-blebbistatin	0
25134251	DB07736 (DrugBank)	DB07736	0
25134250	DB07735 (DrugBank)	DB07735	0
42628075	DB07415 (DrugBank)	DB07415	0
20843156	DB07113 (DrugBank)	DB07113	0
25134249	DB07734 (DrugBank)	DB07734	0
17749735	DB07874 (DrugBank)	DB07874	0
5288123	DB02270 (DrugBank)	dimethylallyl S-thiolodiphosphate	0
25138203	DB07175 (DrugBank)	aminopyrimidine, 5	0
11586735	DB07206 (DrugBank)	6-[2-(1h-indol-6-yl)ethyl]pyridin-2-amine	0
4362	DB02967 (DrugBank)	N-ethylmaleimide	1
11500493	DB07303 (DrugBank)	DB07303	0
71113	D02766 (KEGG) >> DB04165 (DrugBank)	valpromide	0
2901	DB04620 (DrugBank)	cycloleucine	1
5289045	DB08288 (DrugBank)	cyclohexylnorstatine	0
11507920	DB07993 (DrugBank)	DB07993	0
16086421	DB07404 (DrugBank)	BPH-608	0
46936391	DB02457 (DrugBank)	DB02457	0
24178121	DB07470 (DrugBank)	DB07470	0
12391	DB03715 (DrugBank)	Medicinal Plant	0
68152	DB03688 (DrugBank)	methanol/acetic acid	1
24178120	DB07469 (DrugBank)	DB07469	0
79014	DB02536 (DrugBank)	triose	1
5289149	DB04415 (DrugBank)	DB04415	0
3671	DB05266 (DrugBank 845)	ibudilast	0
6914626	DB06967 (DrugBank)	DB06967	0
300	D07677 (KEGG)	chloroacetate	0
6590	DB02531 (DrugBank) >> DB04305 (DrugBank)	isobutyrate	1
346926	DB07292 (DrugBank)	4-(2-amino-1,3-thiazol-4-yl)phenol	1
60594	D03738 (KEGG) >> DB03395 (DrugBank)	enalkiren	1
6049	D00052 (KEGG) >> D00571 (KEGG) >> D01802 (KEGG) >> D03943 (KEGG) >> D03944 (KEGG) >> D03945 (KEGG) >> D03946 (KEGG) >> D03947 (KEGG) >> D07934 (KEGG) >> DB00974 (DrugBank)	EDTA	0
6914625	DB06899 (DrugBank)	DB06899	0
16040323	DB07519 (DrugBank)	DB07519	0
440552	DB03109 (DrugBank) >> DB03567 (DrugBank) >> DB03740 (DrugBank)	beta-GalNAc	0
6914629	DB07174 (DrugBank)	DB07174	0
6226	DB02198 (DrugBank)	bromoacetate	1
135	DB04242 (DrugBank UM-BBD)	p-hydroxybenzoic acid	1
8193	DB06894 (DrugBank)	dodecanol	0
6914633	DB07244 (DrugBank)	DB07244	0
6914627	DB07059 (DrugBank)	DB07059	0
5281	D00119 (KEGG) >> D02189 (KEGG) >> D03310 (KEGG) >> D05875 (KEGG) >> DB03193 (DrugBank)	stearic acid	1
83786	D00224 (KEGG) >> D07564 (KEGG) >> DB03027 (DrugBank)	7-hydroxypyrazolo[4,3-d]pyrimidine	1
7108	D02601 (KEGG)	phenothiazine	0
9868368	D09324 (KEGG)	Bederocin	0
151170	DB03849 (DrugBank 845)	cilomilast	0
24771758	DB08729 (DrugBank)	DB08729	0
449190	DB01647 (DrugBank)	[R]-Mesopram	0
449193	DB01656 (DrugBank)	roflumilast	0
71356	D03516 (KEGG)	cipamfylline	0
11955614	DB08391 (DrugBank)	AC1Q4F4W	0
11581936	DB08387 (DrugBank)	MP-10	0
9821178	DB06909 (DrugBank)	DB06909	0
439357	D04291 (KEGG)	D-galactopyranoside	0
25229546	DB08602 (DrugBank)	DB08602	0
5723	DB02918 (DrugBank)	zardaverine	0
159866	DB08249 (DrugBank)	n-octylpentaoxyethylene	0
444412	D09353 (KEGG) >> D09354 (KEGG) >> DB04789 (DrugBank)	5-methyltetrahydrofolate	0
11710963	DB07193 (DrugBank)	DB07193	0
68740	D01968 (KEGG) >> D06378 (KEGG) >> D06379 (KEGG) >> D10515 (KEGG) >> DB00399 (DrugBank 845)	zoledronic acid	0
9896267	D09020 (KEGG)	tofimilast	0
5403336	DB08065 (DrugBank)	pyrazolylbenzimidazole	0
9892860	D09621 (KEGG)	gisadenafil	0
4740	DB00806 (DrugBank 845)	pentoxifylline	1
4735	DB00738 (DrugBank 845)	pentamidine	1
263	D03200 (KEGG) >> DB02145 (DrugBank)	butanol	1
37015	D03413 (KEGG)	cartazolate	0
154575	D05474 (KEGG) >> DB01791 (DrugBank)	piclamilast	0
24880024	DB07360 (DrugBank)	DB07360	0
92727	DB01601 (DrugBank 845)	lopinavir	1
60833	D08863 (KEGG)	AC1Q6P0I	0
4510	DB00727 (DrugBank 845)	glyceryl trinitrate	1
46937109	DB07923 (DrugBank)	DB07923	0
448055	DB01954 (DrugBank) >> DB03606 (DrugBank) >> DB04149 (DrugBank)	R)-rolipram	0
9999276	DB08299 (DrugBank)	DB08299	0
168978	D08470 (KEGG)	ajmalicine	0
15602701	DB07362 (DrugBank)	DB07362	0
447827	DB03816 (DrugBank)	difluoromethionine	1
5092	D01783 (KEGG)	rolipram	0
183811	D05832 (KEGG)	sibenadet	0
1122713	DB08383 (DrugBank)	triaryl imidazole, 1	0
15991588	DB08389 (DrugBank)	DB08389	0
3064778	DB04707 (DrugBank)	hydroxyfasudil	0
3899	DB01097 (DrugBank 845)	leflunomide	1
110634	D02731 (KEGG) >> D03260 (KEGG) >> D09989 (KEGG) >> DB00862 (DrugBank 845)	vardenafil	0
6603746	DB06842 (DrugBank)	AC1O7G0L	0
24893974	DB07801 (DrugBank)	DB07801	0
656969	DB01959 (DrugBank)	phosphodiesterase 4 inhibitor	0
656968	DB03807 (DrugBank)	DB03807	0
656966	DB03183 (DrugBank)	DB03183	0
6169	D06671 (KEGG) >> DB01392 (DrugBank 845)	yohimbine	1
107971	DB02115 (DrugBank)	daidzin	0
656965	DB04469 (DrugBank)	BA-0846	0
5280805	D00190 (KEGG) >> D08499 (KEGG)	rutin	1
3758	DB07954 (DrugBank)	IBMX	0
110635	DB00820 (DrugBank 845)	tadalafil	0
11610553	DB08386 (DrugBank)	pyrazole, 3	0
447987	DB07349 (DrugBank)	AC1L9LGW	0
9549264	DB07924 (DrugBank)	octyl beta-D-galactopyranoside	0
16058617	DB07213 (DrugBank)	DB07213	0
11594630	D06575 (KEGG)	Catramilast	0
447466	DB04381 (DrugBank)	crotonaldehyde	1
44141871	DB08384 (DrugBank)	pyrazole, 2	0
4197	D02085 (KEGG) >> DB00235 (DrugBank 845)	milrinone	0
5212	D02229 (KEGG) >> DB00203 (DrugBank 845)	sildenafil	1
215436	DB04271 (DrugBank)	ethyl 3,5-dimethyl-1h-pyrazole-4-carboxylate	0
5311027	DB00905 (DrugBank 845) >> DB06863 (DrugBank 845)	bimatoprost	0
4917	D00479 (KEGG) >> D02022 (KEGG) >> DB00433 (DrugBank 845)	prochlorperazine	0
3606	D01641 (KEGG)	hexestrol	0
11302	DB07447 (DrugBank)	5 beta-dihydrotestosterone	0
447950	DB07450 (DrugBank)	AC1L9LFA	0
41684	DB00507 (DrugBank 845)	nitazoxanide	0
92337	D09010 (KEGG) >> DB05289 (DrugBank)	R-flurbiprofen	0
4893	D00609 (KEGG) >> DB00457 (DrugBank 845)	prazosin	1
4992	DB06691 (DrugBank)	mepyramine	0
11790	DB07453 (DrugBank)	alpha-naphthoflavone	0
4926	D00797 (KEGG) >> DB00420 (DrugBank 845)	promazine	1
6279	D00951 (KEGG)	progestins	1
1613	D02328 (KEGG) >> DB08772 (DrugBank)	zopolrestat	0
2120	D02835 (KEGG) >> DB02020 (DrugBank)	alrestatin	0
448658	DB02834 (DrugBank)	IDD552	0
6306	D00065 (KEGG) >> DB00167 (DrugBank)	isoleucine	1
1548886	DB00605 (DrugBank 845)	sulindac	1
610479	D01183 (KEGG)	tolfenamic acid	0
4044	DB00784 (DrugBank 845)	mefenamic acid	1
638278	DB03285 (DrugBank)	isoliquiritigenin	0
4036	D00169 (KEGG) >> D08162 (KEGG) >> DB00939 (DrugBank 845)	meclofenamate	1
1432578	DB08784 (DrugBank)	DB08784	0
6761	D02606 (KEGG)	pipamazine	0
5287846	DB02205 (DrugBank)	DB02205	0
3869	D00600 (KEGG) >> DB00598 (DrugBank 845)	labetalol	1
3825	D08103 (KEGG) >> DB01009 (DrugBank 845)	ketoprofen	1
2442	D01778 (KEGG) >> D07542 (KEGG)	bromhexine	0
60490	DB00744 (DrugBank 845)	zileuton	0
10150441	DB08449 (DrugBank)	DB08449	0
77918	DB04581 (DrugBank)	1-benzylimidazole	0
5287541	D09915 (KEGG) >> DB02292 (DrugBank 845)	irosustat	0
3055	D01318 (KEGG) >> DB01231 (DrugBank 845)	diphenidol	1
11494891	DB07999 (DrugBank)	DB07999	0
461279	DB02569 (DrugBank)	d4TDP	0
123648	DB02763 (DrugBank)	5-thio-2-nitrobenzoic acid	1
1944	DB01689 (DrugBank)	inhibitor IDD384	0
4634	D00722 (KEGG) >> DB01062 (DrugBank 845)	oxybutynin	0
4624	D05294 (KEGG)	6-OHDA	0
92745	DB07557 (DrugBank)	pregnanedione	0
33255	D00905 (KEGG) >> D02226 (KEGG) >> D02299 (KEGG) >> DB01327 (DrugBank)	cefazolin	1
123895	DB03144 (DrugBank)	NG-hydroxy-L-arginine	0
4488	DB04552 (DrugBank 845)	niflumic acid	1
337359	DB02712 (DrugBank 845)	sorbinil	0
4486	D01856 (KEGG)	nifekalant	0
449156	DB02021 (DrugBank) >> DB02101 (DrugBank)	ARI) fidarestat	0
119583	D01994 (KEGG) >> D08236 (KEGG)	mosapride	0
4628690	DB03211 (DrugBank)	C5H9O4P	1
3059	DB00861 (DrugBank 845) >> DB06895 (DrugBank 845)	diflunisal	1
94599	DB01736 (DrugBank)	LAPAO	0
5278	D03806 (KEGG)	ponalrestat	0
16757	DB04051 (DrugBank)	5-phenylvaleric acid	0
16058630	DB07030 (DrugBank)	IDD 393	0
16058629	DB07028 (DrugBank)	IDD 388	0
999	D05867 (KEGG)	phenylacetic acid	0
6197	D03625 (KEGG)	cycloheximide	0
11660035	DB08000 (DrugBank)	DB08000	0
153948	D06403 (KEGG) >> DB05327 (DrugBank)	AS-3201	0
3371	D01581 (KEGG) >> DB02266 (DrugBank)	flufenamic acid	0
5508	D00158 (KEGG) >> DB00500 (DrugBank 845)	tolmetin	1
63009	D00825 (KEGG) >> DB01104 (DrugBank 845) >> DB08567 (DrugBank 845)	sertraline	1
242332	DB01507 (DrugBank) >> DB03882 (DrugBank)	5 alpha-androstane-3 beta,17 beta-diol	0
2797541	DB07498 (DrugBank)	BTB02809	0
3241	D01713 (KEGG) >> DB00751 (DrugBank 845)	epinastine	0
10204	DB07768 (DrugBank)	epitestosterone	0
11987804	DB07700 (DrugBank)	DB07700	0
157838	D03803 (KEGG) >> DB07063 (DrugBank)	lidorestat	0
8646	DB01667 (DrugBank)	8-azaguanine	1
2817424	DB08098 (DrugBank)	acetic acid	0
3034048	DB08766 (DrugBank)	zofenoprilat	0
193653	D00175 (KEGG) >> D07618 (KEGG) >> DB02476 (DrugBank) >> DB04339 (DrugBank)	carbocisteine	1
53359	D02323 (KEGG) >> DB02383 (DrugBank)	tolrestat	1
164911	DB02791 (DrugBank)	tetraphenylphosphonium	0
5648	D01538 (KEGG)	valethamate bromide	0
5479530	D00924 (KEGG) >> DB01212 (DrugBank 845)	ceftriaxone	0
5724	DB02132 (DrugBank 845)	zenarestat	0
5742673	D00919 (KEGG) >> DB00493 (DrugBank 845)	cefotaxime	1
5733	D06382 (KEGG) >> DB04828 (DrugBank)	zomepirac	0
5702160	D00318 (KEGG)	famotidine	0
446336	DB01649 (DrugBank)	7-methyl-gpppa	0
192197	DB07931 (DrugBank)	hexoestrol	0
445858	DB07767 (DrugBank)	ferulic acid	0
25210476	DB07139 (DrugBank)	DB07139	0
6420118	DB07187 (DrugBank)	ARI-809	0
57363	DB01216 (DrugBank 845) >> DB07774 (DrugBank 845)	finasteride	0
185915	DB01766 (DrugBank)	L-3-(2-naphthyl)alanine	0
10450624	DB07093 (DrugBank)	DB07093	0
65355	DB02887 (DrugBank)	d4T-TP	0
190816	D03805 (KEGG)	minalrestat	0
3278	D04079 (KEGG) >> DB00903 (DrugBank 845)	ethacrynic acid	0
4369325	DB08084 (DrugBank)	Idd594	0
43585	D06156 (KEGG)	tiopinac	0
181264	D02401 (KEGG)	betadex	0
44187	D00918 (KEGG) >> D07645 (KEGG)	cefoperazone	1
1082702	DB06851 (DrugBank)	N-(Pyridin-3-ylmethyl)aniline	0
73271	DB03048 (DrugBank)	uracil-4-acetic acid	1
104842	DB05482 (DrugBank)	7-ethyl-10-hydroxycamptothecin	0
24405	D05726 (KEGG)	N6-(delta 2-isopentenyl)adenosine	0
2179	D02321 (KEGG)	amsacrine	1
446018	DB04489 (DrugBank)	gEMSA	0
44129624	DB07237 (DrugBank)	DB07237	0
446049	DB04316 (DrugBank)	AC1L9J0O	0
446054	DB04058 (DrugBank)	N-carbamoyl--phenylalanine	0
446056	DB02652 (DrugBank)	N-(hydroxyaminocarbonyl)phenylalanine	0
17753867	DB03441 (DrugBank)	DB03441	0
790	DB04076 (DrugBank)	hypoxanthine	1
11952989	DB07837 (DrugBank)	DB07837	0
757	DB03085 (DrugBank)	glycolic acid	1
101526	D00874 (KEGG) >> D08237 (KEGG) >> DB00218 (DrugBank 845)	moxifloxacin	1
71976	D05342 (KEGG)	2-tetradecylglycidic acid	0
44308490	DB04098 (DrugBank)	DB04098	0
220535	DB08702 (DrugBank)	Nsc3437	0
23653500	DB07182 (DrugBank)	DB07182	0
5780	D00096 (KEGG) >> DB01638 (DrugBank)	sorbitol	1
44129620	DB07260 (DrugBank)	DB07260	0
449240	DB07996 (DrugBank)	AC1OCV5A	0
6992038	DB03856 (DrugBank)	alpha-difluoromethylornithine	0
24832027	DB08368 (DrugBank)	DB08368	0
44129621	DB06828 (DrugBank)	DB06828	0
115254	DB03912 (DrugBank)	phosphopantetheine	0
16124	D04886 (KEGG) >> D04887 (KEGG)	bisphosphonates	0
4114	DB00553 (DrugBank 845)	8-methoxypsoralen	1
3699	D07123 (KEGG) >> D08073 (KEGG)	incadronate	0
176166	D04014 (KEGG)	enzastaurin	0
5287850	DB02953 (DrugBank)	DB02953	0
7023019	DB06917 (DrugBank)	4-fluorophenyl)pyridin-4-yl-methanone	1
108092	D06084 (KEGG) >> DB04905 (DrugBank)	tesmilifene	0
5983	D03826 (KEGG) >> DB00981 (DrugBank 845)	physostigmine	0
60855	DB00558 (DrugBank 845)	zanamivir	0
9842606	DB07173 (DrugBank)	5-iodo,5'-deoxytubercidin	0
11987868	DB07280 (DrugBank)	alkynylpyrimidine 2	0
444797	DB07506 (DrugBank)	(R)-2-Benzylsuccinic acid	0
405386	DB06255 (DrugBank)	Yin-Fu	0
16122632	DB07855 (DrugBank)	DB07855	0
3675	D00505 (KEGG) >> DB00780 (DrugBank 845)	phenelzine	1
9305	DB03374 (DrugBank)	3,5-diiodotyrosine	0
24798742	DB07585 (DrugBank)	pyrrolopyrimidine, 8b	0
3385	D07974 (KEGG) >> DB00544 (DrugBank 845)	5-fluorouracil	1
185914	DB08466 (DrugBank)	dihydroresveratrol	0
24798741	DB07584 (DrugBank)	pyrrolopyrimidine, 5d	0
691952	DB08114 (DrugBank)	5-benzyl-1,3-thiazol-2-amine	0
5276520	DB06830 (DrugBank)	1-hydroxyheptane-1,1-diyl)bis(phosphonic acid	0
12412578	DB08113 (DrugBank)	3-pyridin-4-yl-1H-indazole	0
5276507	DB06931 (DrugBank)	bisphosphonate, 4	0
23700	DB02196 (DrugBank)	uridine diphosphate N-acetylgalactosamine	0
6918670	D09393 (KEGG) >> DB05013 (DrugBank)	ingenol mebutate	0
57637	D05497 (KEGG)	piridronic acid	0
16122634	DB08070 (DrugBank)	DB08070	0
69672	DB03554 (DrugBank)	5-iodouracil	1
5288864	DB04740 (DrugBank)	AC1NRC7M	0
2405215	DB08069 (DrugBank)	R8440	0
39981	D05904 (KEGG)	N-(phosphonacetyl)-L-aspartate	0
149436	D04715 (KEGG) >> DB00650 (DrugBank)	5-formyltetrahydrofolate	1
1646	D06202 (KEGG)	homotaurine	0
23653507	DB06835 (DrugBank)	DB06835	0
7060564	DB07196 (DrugBank)	Y4269	0
1032	D02310 (KEGG) >> DB03766 (DrugBank)	propionate	1
980	DB04417 (DrugBank)	p-nitrophenol	1
23653503	DB07269 (DrugBank)	DB07269	0
9978312	DB07265 (DrugBank)	DB07265	0
978	D02456 (KEGG) >> D02906 (KEGG) >> D02907 (KEGG) >> DB02362 (DrugBank)	p-aminobenzoic acid	1
130956	D09198 (KEGG)	minodronate	0
16741275	DB07351 (DrugBank)	DB07351	0
448326	DB02611 (DrugBank)	Balanol analog 1	0
46937052	DB07124 (DrugBank)	DB07124	0
24963048	DB07812 (DrugBank)	DB07812	0
2776332	DB07259 (DrugBank)	4-(2-thienyl)benzylamine	0
2134	D02894 (KEGG)	ametantrone	0
10601416	DB08506 (DrugBank)	DB08506	0
